,ds,y
47564,2010-02-05,832.49
47565,2010-02-12,786.3
47566,2010-02-19,866.09
47567,2010-02-26,567.46
47568,2010-03-05,896.27
47569,2010-03-12,896.26
47570,2010-03-19,745.84
47571,2010-03-26,940.17
47572,2010-04-02,1089.57
47573,2010-04-09,1110.62
47574,2010-04-16,1543.26
47575,2010-04-23,1206.87
47576,2010-04-30,802.82
47577,2010-05-07,1359.48
47578,2010-05-14,1599.2
47579,2010-05-21,568.04
47580,2010-05-28,1148.89
47581,2010-06-04,817.18
47582,2010-06-11,1021.89
47583,2010-06-18,1045.44
47584,2010-06-25,1657.66
47585,2010-07-02,1188.54
47586,2010-07-09,1019.82
47587,2010-07-16,1242.06
47588,2010-07-23,1145.91
47589,2010-07-30,1346.0
47590,2010-08-06,1420.3
47591,2010-08-13,1014.57
47592,2010-08-20,961.27
47593,2010-08-27,1210.95
47594,2010-09-03,879.95
47595,2010-09-10,896.91
47596,2010-09-17,1067.18
47597,2010-09-24,1441.44
47598,2010-10-01,923.82
47599,2010-10-08,941.6
47600,2010-10-15,794.5
47601,2010-10-22,699.56
47602,2010-10-29,718.05
47603,2010-11-05,833.32
47604,2010-11-12,986.96
47605,2010-11-19,873.94
47606,2010-11-26,740.3
47607,2010-12-03,1031.46
47608,2010-12-10,1313.56
47609,2010-12-17,1444.17
47610,2010-12-24,1954.19
47611,2010-12-31,997.63
47612,2011-01-07,944.78
47613,2011-01-14,565.7
47614,2011-01-21,581.34
47615,2011-01-28,713.74
47616,2011-02-04,731.5
47617,2011-02-11,519.2
47618,2011-02-18,874.05
47619,2011-02-25,704.95
47620,2011-03-04,972.49
47621,2011-03-11,680.87
47622,2011-03-18,556.8
47623,2011-03-25,1232.29
47624,2011-04-01,1361.48
47625,2011-04-08,847.98
47626,2011-04-15,1130.7
47627,2011-04-22,968.65
47628,2011-04-29,1286.58
47629,2011-05-06,1160.52
47630,2011-05-13,858.9
47631,2011-05-20,885.67
47632,2011-05-27,1213.43
47633,2011-06-03,957.45
47634,2011-06-10,1059.72
47635,2011-06-17,442.04
47636,2011-06-24,1102.03
47637,2011-07-01,1245.74
47638,2011-07-08,1033.98
47639,2011-07-15,676.73
47640,2011-07-22,845.49
47641,2011-07-29,920.68
47642,2011-08-05,980.94
47643,2011-08-12,719.23
47644,2011-08-19,718.53
47645,2011-08-26,1205.84
47646,2011-09-02,952.3
47647,2011-09-09,894.44
47648,2011-09-16,937.16
47649,2011-09-23,1066.31
47650,2011-09-30,994.67
47651,2011-10-07,855.02
47652,2011-10-14,596.88
47653,2011-10-21,801.63
47654,2011-10-28,1013.15
47655,2011-11-04,837.48
47656,2011-11-11,692.59
47657,2011-11-18,894.26
47658,2011-11-25,573.43
47659,2011-12-02,752.76
47660,2011-12-09,1058.01
47661,2011-12-16,1665.24
47662,2011-12-23,2195.21
47663,2011-12-30,1135.39
47664,2012-01-06,1036.57
47665,2012-01-13,962.14
47666,2012-01-20,834.11
47667,2012-01-27,772.34
47668,2012-02-03,606.86
47669,2012-02-10,926.53
47670,2012-02-17,727.44
47671,2012-02-24,649.08
47672,2012-03-02,738.44
47673,2012-03-09,724.27
47674,2012-03-16,615.64
47675,2012-03-23,773.12
47676,2012-03-30,951.08
47677,2012-04-06,953.33
47678,2012-04-13,655.58
47679,2012-04-20,1180.51
47680,2012-04-27,1155.31
47681,2012-05-04,820.18
47682,2012-05-11,1175.08
47683,2012-05-18,1201.67
47684,2012-05-25,1117.66
47685,2012-06-01,588.56
47686,2012-06-08,1113.7
47687,2012-06-15,1353.81
47688,2012-06-22,860.92
47689,2012-06-29,772.9
47690,2012-07-06,659.62
47691,2012-07-13,1064.7
47692,2012-07-20,1167.58
47693,2012-07-27,509.28
47694,2012-08-03,392.44
47695,2012-08-10,843.81
47696,2012-08-17,623.61
47697,2012-08-24,673.88
47698,2012-08-31,838.93
47699,2012-09-07,509.08
47700,2012-09-14,405.39
47701,2012-09-21,415.06
47702,2012-09-28,767.01
47703,2012-10-05,449.26
47704,2012-10-12,618.4
47705,2012-10-19,678.85
47706,2012-10-26,626.58
