,ds,y
412934,2010-02-05,41720.35
412935,2010-02-12,25997.75
412936,2010-02-19,35695.28
412937,2010-02-26,34084.46
412938,2010-03-05,34348.66
412939,2010-03-12,34281.31
412940,2010-03-19,33642.02
412941,2010-03-26,32447.78
412942,2010-04-02,35453.91
412943,2010-04-09,33022.2
412944,2010-04-16,33985.09
412945,2010-04-23,35323.61
412946,2010-04-30,33833.59
412947,2010-05-07,33491.62
412948,2010-05-14,31154.95
412949,2010-05-21,33991.43
412950,2010-05-28,33514.2
412951,2010-06-04,32598.02
412952,2010-06-11,33616.13
412953,2010-06-18,32792.33
412954,2010-06-25,32326.5
412955,2010-07-02,35410.37
412956,2010-07-09,31315.7
412957,2010-07-16,32078.93
412958,2010-07-23,31665.03
412959,2010-07-30,31267.46
412960,2010-08-06,33253.96
412961,2010-08-13,31231.55
412962,2010-08-20,31028.74
412963,2010-08-27,32230.79
412964,2010-09-03,34675.92
412965,2010-09-10,31697.47
412966,2010-09-17,33495.9
412967,2010-09-24,32870.36
412968,2010-10-01,32668.98
412969,2010-10-08,35044.85
412970,2010-10-15,33548.83
412971,2010-10-22,34742.88
412972,2010-10-29,33733.35
412973,2010-11-05,35004.91
412974,2010-11-12,34062.72
412975,2010-11-19,33511.36
412976,2010-11-26,31334.97
412977,2010-12-03,33891.61
412978,2010-12-10,37033.81
412979,2010-12-17,39045.15
412980,2010-12-24,50440.14
412981,2010-12-31,28602.38
412982,2011-01-07,32957.9
412983,2011-01-14,31985.37
412984,2011-01-21,31386.73
412985,2011-01-28,29983.63
412986,2011-02-04,34992.43
412987,2011-02-11,34261.72
412988,2011-02-18,33791.81
412989,2011-02-25,32908.37
412990,2011-03-04,33775.54
412991,2011-03-11,29473.69
412992,2011-03-18,31785.23
412993,2011-03-25,34427.72
412994,2011-04-01,30789.78
412995,2011-04-08,32945.09
412996,2011-04-15,33448.9
412997,2011-04-22,33148.9
412998,2011-04-29,31629.36
412999,2011-05-06,33400.63
413000,2011-05-13,32727.77
413001,2011-05-20,32997.91
413002,2011-05-27,34430.4
413003,2011-06-03,32968.54
413004,2011-06-10,33851.46
413005,2011-06-17,33716.36
413006,2011-06-24,33193.78
413007,2011-07-01,33913.1
413008,2011-07-08,32094.05
413009,2011-07-15,33022.55
413010,2011-07-22,32580.82
413011,2011-07-29,33076.38
413012,2011-08-05,33134.91
413013,2011-08-12,33030.47
413014,2011-08-19,32378.91
413015,2011-08-26,38046.32
413016,2011-09-02,30914.34
413017,2011-09-09,34671.84
413018,2011-09-16,33808.75
413019,2011-09-23,35596.86
413020,2011-09-30,33568.04
413021,2011-10-07,35709.18
413022,2011-10-14,34328.78
413023,2011-10-21,34575.2
413024,2011-10-28,35459.9
413025,2011-11-04,36952.6
413026,2011-11-11,36843.51
413027,2011-11-18,34571.6
413028,2011-11-25,33405.59
413029,2011-12-02,37494.82
413030,2011-12-09,35523.64
413031,2011-12-16,40268.3
413032,2011-12-23,46484.47
413033,2011-12-30,31795.82
413034,2012-01-06,33419.59
413035,2012-01-13,32371.19
413036,2012-01-20,33353.28
413037,2012-01-27,29979.38
413038,2012-02-03,35231.75
413039,2012-02-10,34799.09
413040,2012-02-17,33510.71
413041,2012-02-24,34711.09
413042,2012-03-02,34884.81
413043,2012-03-09,35615.61
413044,2012-03-16,34452.5
413045,2012-03-23,34218.75
413046,2012-03-30,34169.7
413047,2012-04-06,38355.3
413048,2012-04-13,33530.61
413049,2012-04-20,34616.77
413050,2012-04-27,34134.41
413051,2012-05-04,36621.33
413052,2012-05-11,33958.02
413053,2012-05-18,32081.24
413054,2012-05-25,36305.11
413055,2012-06-01,33426.22
413056,2012-06-08,33866.8
413057,2012-06-15,34088.02
413058,2012-06-22,34284.31
413059,2012-06-29,35303.98
413060,2012-07-06,34022.55
413061,2012-07-13,33720.04
413062,2012-07-20,32324.25
413063,2012-07-27,33790.96
413064,2012-08-03,33538.54
413065,2012-08-10,34873.84
413066,2012-08-17,33806.24
413067,2012-08-24,33963.3
413068,2012-08-31,35056.93
413069,2012-09-07,34478.26
413070,2012-09-14,34705.52
413071,2012-09-21,35212.42
413072,2012-09-28,33202.26
413073,2012-10-05,37554.22
413074,2012-10-12,36258.57
413075,2012-10-19,37114.38
413076,2012-10-26,37857.64
