,ds,y
5833,2010-02-05,37.44
5834,2010-02-12,34.47
5835,2010-02-19,22.94
5836,2010-02-26,45.41
5837,2010-03-05,74.35
5838,2010-03-12,29.97
5839,2010-03-19,8.5
5840,2010-03-26,10.0
5841,2010-04-02,13.5
5842,2010-04-09,35.97
5843,2010-04-16,9.5
5844,2010-04-23,23.97
5845,2010-04-30,50.41
5846,2010-05-07,2.5
5847,2010-05-14,22.5
5848,2010-05-21,10.47
5849,2010-05-28,12.5
5850,2010-06-04,5.0
5851,2010-07-02,5.0
5852,2010-07-23,53.88
5853,2010-07-30,65.84
5854,2010-09-10,11.47
5855,2010-10-01,22.94
5856,2010-10-08,34.41
5857,2010-10-15,34.41
5858,2010-10-22,43.88
5859,2010-10-29,22.94
5860,2010-11-05,10.47
5861,2010-11-12,68.82
5862,2010-11-19,80.29
5863,2010-11-26,11.47
5864,2010-12-17,22.94
5865,2011-01-07,22.94
5866,2011-01-14,34.41
5867,2011-01-21,11.47
5868,2011-02-11,11.47
5869,2011-02-18,11.47
5870,2011-02-25,11.47
5871,2011-03-04,22.94
5872,2011-03-11,34.41
5873,2011-03-18,11.47
5874,2011-04-22,11.47
5875,2011-05-13,11.47
5876,2011-05-20,10.47
5877,2011-05-27,11.47
5878,2011-06-10,22.94
5879,2011-06-24,11.47
5880,2011-08-26,35.91
5881,2011-09-02,11.97
5882,2011-09-09,11.97
5883,2011-09-23,35.91
5884,2011-09-30,21.94
5885,2011-10-07,11.97
5886,2011-10-21,11.97
5887,2011-10-28,23.94
5888,2011-11-04,57.85
5889,2011-11-11,9.97
5890,2011-11-18,11.97
5891,2011-12-02,11.97
5892,2011-12-09,33.91
5893,2011-12-23,11.97
5894,2011-12-30,11.97
5895,2012-01-06,11.97
5896,2012-01-13,11.97
5897,2012-01-20,11.97
5898,2012-02-10,47.88
5899,2012-09-07,10.47
5900,2012-09-21,52.35
5901,2012-09-28,20.94
5902,2012-10-12,10.47
5903,2012-10-26,20.94
