,ds,y
111447,2010-02-05,3514.0
111448,2010-02-12,3048.46
111449,2010-02-19,2992.96
111450,2010-02-26,2666.34
111451,2010-03-05,2719.88
111452,2010-03-12,2322.34
111453,2010-03-19,2076.5
111454,2010-03-26,2284.0
111455,2010-04-02,1979.0
111456,2010-04-09,1900.25
111457,2010-04-16,1952.0
111458,2010-04-23,1869.5
111459,2010-04-30,1670.01
111460,2010-05-07,1764.75
111461,2010-05-14,1738.5
111462,2010-05-21,1485.5
111463,2010-05-28,1715.67
111464,2010-06-04,1367.5
111465,2010-06-11,1333.0
111466,2010-06-18,1812.5
111467,2010-06-25,1501.0
111468,2010-07-02,1306.5
111469,2010-07-09,1563.0
111470,2010-07-16,1412.75
111471,2010-07-23,1720.22
111472,2010-07-30,1341.8
111473,2010-08-06,1746.23
111474,2010-08-13,1623.59
111475,2010-08-20,1764.19
111476,2010-08-27,2210.53
111477,2010-09-03,2164.3
111478,2010-09-10,1372.55
111479,2010-09-17,1290.02
111480,2010-09-24,1292.73
111481,2010-10-01,1310.22
111482,2010-10-08,1744.73
111483,2010-10-15,1480.23
111484,2010-10-22,1744.22
111485,2010-10-29,1933.18
111486,2010-11-05,1958.95
111487,2010-11-12,2419.72
111488,2010-11-19,2333.99
111489,2010-11-26,2943.36
111490,2010-12-03,2906.94
111491,2010-12-10,2820.72
111492,2010-12-17,2878.98
111493,2010-12-24,3914.88
111494,2010-12-31,2406.26
111495,2011-01-07,2689.57
111496,2011-01-14,2109.71
111497,2011-01-21,1884.34
111498,2011-01-28,2099.94
111499,2011-02-04,2692.18
111500,2011-02-11,2615.95
111501,2011-02-18,2579.13
111502,2011-02-25,2721.27
111503,2011-03-04,2648.34
111504,2011-03-11,2052.15
111505,2011-03-18,2693.79
111506,2011-03-25,2136.22
111507,2011-04-01,1894.84
111508,2011-04-08,1735.32
111509,2011-04-15,1999.16
111510,2011-04-22,1431.51
111511,2011-04-29,1632.38
111512,2011-05-06,1697.22
111513,2011-05-13,1961.8
111514,2011-05-20,1763.15
111515,2011-05-27,1662.39
111516,2011-06-03,1654.19
111517,2011-06-10,1781.47
111518,2011-06-17,1903.74
111519,2011-06-24,1675.88
111520,2011-07-01,1559.52
111521,2011-07-08,1379.42
111522,2011-07-15,1554.05
111523,2011-07-22,1449.16
111524,2011-07-29,1457.74
111525,2011-08-05,1762.7
111526,2011-08-12,1827.71
111527,2011-08-19,1920.99
111528,2011-08-26,1959.71
111529,2011-09-02,2607.19
111530,2011-09-09,1470.42
111531,2011-09-16,1514.57
111532,2011-09-23,1429.86
111533,2011-09-30,1464.31
111534,2011-10-07,1663.31
111535,2011-10-14,1678.57
111536,2011-10-21,1586.99
111537,2011-10-28,2251.57
111538,2011-11-04,2383.34
111539,2011-11-11,2826.79
111540,2011-11-18,2344.62
111541,2011-11-25,2666.26
111542,2011-12-02,2408.9
111543,2011-12-09,3112.5
111544,2011-12-16,3774.33
111545,2011-12-23,4009.07
111546,2011-12-30,2818.68
111547,2012-01-06,2176.15
111548,2012-01-13,2020.21
111549,2012-01-20,2289.27
111550,2012-01-27,2360.55
111551,2012-02-03,2653.44
111552,2012-02-10,2739.95
111553,2012-02-17,2914.73
111554,2012-02-24,2908.62
111555,2012-03-02,2603.71
111556,2012-03-09,2553.05
111557,2012-03-16,2636.49
111558,2012-03-23,2523.77
111559,2012-03-30,1687.5
111560,2012-04-06,1732.01
111561,2012-04-13,1965.53
111562,2012-04-20,1651.05
111563,2012-04-27,1575.35
111564,2012-05-04,1810.24
111565,2012-05-11,1566.37
111566,2012-05-18,1533.49
111567,2012-05-25,1377.67
111568,2012-06-01,1480.78
111569,2012-06-08,1643.09
111570,2012-06-15,1199.9
111571,2012-06-22,1269.12
111572,2012-06-29,1487.91
111573,2012-07-06,1481.15
111574,2012-07-13,1435.05
111575,2012-07-20,1613.24
111576,2012-07-27,1470.63
111577,2012-08-03,1472.28
111578,2012-08-10,1670.88
111579,2012-08-17,1915.2
111580,2012-08-24,2092.68
111581,2012-08-31,2261.08
111582,2012-09-07,1440.3
111583,2012-09-14,1250.52
111584,2012-09-21,1361.55
111585,2012-09-28,1511.72
111586,2012-10-05,1777.82
111587,2012-10-12,1852.09
111588,2012-10-19,2055.29
111589,2012-10-26,3518.42
