,ds,y
215545,2010-02-05,15031.98
215546,2010-02-12,14597.2
215547,2010-02-19,13061.22
215548,2010-02-26,14473.52
215549,2010-03-05,14243.18
215550,2010-03-12,14009.84
215551,2010-03-19,12681.87
215552,2010-03-26,13222.57
215553,2010-04-02,12382.03
215554,2010-04-09,12245.28
215555,2010-04-16,13040.16
215556,2010-04-23,12739.74
215557,2010-04-30,13253.11
215558,2010-05-07,14508.65
215559,2010-05-14,13439.69
215560,2010-05-21,12726.89
215561,2010-05-28,11935.78
215562,2010-06-04,12426.02
215563,2010-06-11,12013.34
215564,2010-06-18,12145.81
215565,2010-06-25,14315.86
215566,2010-07-02,13350.75
215567,2010-07-09,11392.18
215568,2010-07-16,13941.07
215569,2010-07-23,14501.44
215570,2010-07-30,12730.62
215571,2010-08-06,14726.62
215572,2010-08-13,13020.24
215573,2010-08-20,14146.24
215574,2010-08-27,16087.35
215575,2010-09-03,15724.1
215576,2010-09-10,13360.44
215577,2010-09-17,13100.94
215578,2010-09-24,14207.59
215579,2010-10-01,14442.55
215580,2010-10-08,14845.34
215581,2010-10-15,12585.26
215582,2010-10-22,14700.75
215583,2010-10-29,14284.65
215584,2010-11-05,15609.81
215585,2010-11-12,13234.28
215586,2010-11-19,12842.18
215587,2010-11-26,13272.07
215588,2010-12-03,13634.44
215589,2010-12-10,15042.7
215590,2010-12-17,16134.54
215591,2010-12-24,22321.26
215592,2010-12-31,10385.59
215593,2011-01-07,13751.43
215594,2011-01-14,10878.77
215595,2011-01-21,11951.64
215596,2011-01-28,12255.77
215597,2011-02-04,15815.6
215598,2011-02-11,14816.98
215599,2011-02-18,13220.58
215600,2011-02-25,15511.81
215601,2011-03-04,14890.9
215602,2011-03-11,14203.3
215603,2011-03-18,13854.29
215604,2011-03-25,12863.48
215605,2011-04-01,12708.78
215606,2011-04-08,12506.73
215607,2011-04-15,13070.06
215608,2011-04-22,12009.22
215609,2011-04-29,12081.01
215610,2011-05-06,11990.74
215611,2011-05-13,12447.08
215612,2011-05-20,11941.02
215613,2011-05-27,12837.85
215614,2011-06-03,12918.36
215615,2011-06-10,11948.68
215616,2011-06-17,15665.55
215617,2011-06-24,13471.83
215618,2011-07-01,14325.02
215619,2011-07-08,13748.17
215620,2011-07-15,11983.21
215621,2011-07-22,13820.64
215622,2011-07-29,12133.34
215623,2011-08-05,15367.61
215624,2011-08-12,13394.01
215625,2011-08-19,13325.82
215626,2011-08-26,14766.82
215627,2011-09-02,19623.87
215628,2011-09-09,14049.06
215629,2011-09-16,13154.49
215630,2011-09-23,12358.63
215631,2011-09-30,14514.3
215632,2011-10-07,15144.2
215633,2011-10-14,15173.37
215634,2011-10-21,14577.29
215635,2011-10-28,15065.75
215636,2011-11-04,19915.3
215637,2011-11-11,14265.64
215638,2011-11-18,12454.45
215639,2011-11-25,16690.12
215640,2011-12-02,14889.5
215641,2011-12-09,14616.94
215642,2011-12-16,15060.72
215643,2011-12-23,23313.48
215644,2011-12-30,17016.75
215645,2012-01-06,16396.13
215646,2012-01-13,10681.87
215647,2012-01-20,12624.66
215648,2012-01-27,12423.13
215649,2012-02-03,14752.36
215650,2012-02-10,16030.11
215651,2012-02-17,15741.93
215652,2012-02-24,13210.35
215653,2012-03-02,17040.27
215654,2012-03-09,14773.34
215655,2012-03-16,14608.57
215656,2012-03-23,13863.69
215657,2012-03-30,12431.19
215658,2012-04-06,13825.75
215659,2012-04-13,14824.86
215660,2012-04-20,12897.93
215661,2012-04-27,13783.5
215662,2012-05-04,13831.83
215663,2012-05-11,14471.17
215664,2012-05-18,13079.94
215665,2012-05-25,15310.61
215666,2012-06-01,14411.46
215667,2012-06-08,16855.57
215668,2012-06-15,16802.23
215669,2012-06-22,17033.9
215670,2012-06-29,13907.52
215671,2012-07-06,17844.54
215672,2012-07-13,13889.18
215673,2012-07-20,18674.09
215674,2012-07-27,15837.82
215675,2012-08-03,17469.53
215676,2012-08-10,15315.65
215677,2012-08-17,16129.24
215678,2012-08-24,14681.9
215679,2012-08-31,16275.19
215680,2012-09-07,18507.53
215681,2012-09-14,14499.23
215682,2012-09-21,15212.15
215683,2012-09-28,15658.83
215684,2012-10-05,21149.86
215685,2012-10-12,16464.56
215686,2012-10-19,15994.9
215687,2012-10-26,14326.18
