,ds,y
318672,2010-02-05,9960.74
318673,2010-02-12,10036.34
318674,2010-02-19,9621.82
318675,2010-02-26,9791.9
318676,2010-03-05,9640.58
318677,2010-03-12,10203.3
318678,2010-03-19,9169.12
318679,2010-03-26,8357.51
318680,2010-04-02,9006.01
318681,2010-04-09,10699.58
318682,2010-04-16,9694.85
318683,2010-04-23,8624.01
318684,2010-04-30,9114.53
318685,2010-05-07,10544.4
318686,2010-05-14,10096.75
318687,2010-05-21,9118.48
318688,2010-05-28,9082.28
318689,2010-06-04,9412.26
318690,2010-06-11,10301.22
318691,2010-06-18,9145.1
318692,2010-06-25,8980.24
318693,2010-07-02,9189.14
318694,2010-07-09,10164.59
318695,2010-07-16,9122.62
318696,2010-07-23,9152.44
318697,2010-07-30,9230.38
318698,2010-08-06,9110.48
318699,2010-08-13,9540.87
318700,2010-08-20,8017.66
318701,2010-08-27,7796.87
318702,2010-09-03,8082.27
318703,2010-09-10,8931.44
318704,2010-09-17,8196.0
318705,2010-09-24,8338.24
318706,2010-10-01,7565.52
318707,2010-10-08,8701.64
318708,2010-10-15,8960.74
318709,2010-10-22,8066.04
318710,2010-10-29,7629.04
318711,2010-11-05,8189.13
318712,2010-11-12,8987.08
318713,2010-11-19,7551.04
318714,2010-11-26,7698.66
318715,2010-12-03,7556.59
318716,2010-12-10,8717.99
318717,2010-12-17,7698.71
318718,2010-12-24,7307.69
318719,2010-12-31,7251.87
318720,2011-01-07,8384.65
318721,2011-01-14,9161.96
318722,2011-01-21,8759.8
318723,2011-01-28,8544.46
318724,2011-02-04,8768.12
318725,2011-02-11,10236.98
318726,2011-02-18,8785.75
318727,2011-02-25,9291.7
318728,2011-03-04,8967.78
318729,2011-03-11,9093.12
318730,2011-03-18,8316.79
318731,2011-03-25,8110.19
318732,2011-04-01,8323.04
318733,2011-04-08,9146.34
318734,2011-04-15,8822.79
318735,2011-04-22,8593.44
318736,2011-04-29,8716.59
318737,2011-05-06,8929.44
318738,2011-05-13,9200.49
318739,2011-05-20,8430.77
318740,2011-05-27,8325.27
318741,2011-06-03,8871.1
318742,2011-06-10,9155.66
318743,2011-06-17,8124.47
318744,2011-06-24,8094.58
318745,2011-07-01,7943.65
318746,2011-07-08,9425.01
318747,2011-07-15,9091.75
318748,2011-07-22,8520.73
318749,2011-07-29,8262.35
318750,2011-08-05,8580.49
318751,2011-08-12,9093.77
318752,2011-08-19,7764.95
318753,2011-08-26,7789.15
318754,2011-09-02,8113.7
318755,2011-09-09,9207.66
318756,2011-09-16,8631.35
318757,2011-09-23,8079.63
318758,2011-09-30,8032.44
318759,2011-10-07,9202.99
318760,2011-10-14,9322.84
318761,2011-10-21,8191.55
318762,2011-10-28,7647.85
318763,2011-11-04,8323.27
318764,2011-11-11,9534.1
318765,2011-11-18,8099.85
318766,2011-11-25,8055.6
318767,2011-12-02,8134.07
318768,2011-12-09,9705.43
318769,2011-12-16,8568.09
318770,2011-12-23,7774.65
318771,2011-12-30,7432.1
318772,2012-01-06,8901.42
318773,2012-01-13,9447.74
318774,2012-01-20,9027.8
318775,2012-01-27,9143.32
318776,2012-02-03,9467.3
318777,2012-02-10,9778.38
318778,2012-02-17,8775.53
318779,2012-02-24,9221.18
318780,2012-03-02,8893.51
318781,2012-03-09,10162.52
318782,2012-03-16,9792.66
318783,2012-03-23,9385.15
318784,2012-03-30,9093.7
318785,2012-04-06,9654.94
318786,2012-04-13,10814.79
318787,2012-04-20,8792.31
318788,2012-04-27,9108.41
318789,2012-05-04,9723.05
318790,2012-05-11,9594.85
318791,2012-05-18,9242.67
318792,2012-05-25,8937.61
318793,2012-06-01,9562.04
318794,2012-06-08,9930.67
318795,2012-06-15,10289.05
318796,2012-06-22,9581.12
318797,2012-06-29,8835.33
318798,2012-07-06,9804.95
318799,2012-07-13,9915.44
318800,2012-07-20,9259.53
318801,2012-07-27,9278.79
318802,2012-08-03,9434.91
318803,2012-08-10,10341.83
318804,2012-08-17,9031.71
318805,2012-08-24,8611.33
318806,2012-08-31,8087.76
318807,2012-09-07,9936.49
318808,2012-09-14,8978.26
318809,2012-09-21,8108.84
318810,2012-09-28,8178.88
318811,2012-10-05,8932.06
318812,2012-10-12,9661.42
318813,2012-10-19,8289.66
318814,2012-10-26,8605.28
