,ds,y
16081,2010-02-05,27.5
16082,2010-02-12,20.5
16083,2010-02-19,42.25
16084,2010-02-26,164.5
16085,2010-03-05,32.5
16086,2010-03-12,158.0
16087,2010-03-19,26.0
16088,2010-03-26,19.5
16089,2010-04-02,52.0
16090,2010-04-09,-118.0
16091,2010-05-07,-0.98
16092,2010-05-28,10.96
16093,2010-06-25,2.0
16094,2010-07-02,10.47
16095,2010-07-23,51.84
16096,2010-07-30,85.8
16097,2010-08-27,11.47
16098,2010-09-03,22.94
16099,2010-09-10,191.17
16100,2010-09-17,30.43
16101,2010-09-24,49.39
16102,2010-10-01,18.96
16103,2010-10-08,18.96
16104,2010-10-22,22.94
16105,2010-10-29,11.47
16106,2010-11-12,88.41
16107,2010-11-19,11.47
16108,2010-11-26,22.94
16109,2010-12-03,34.41
16110,2010-12-24,11.47
16111,2010-12-31,11.47
16112,2011-01-07,19.43
16113,2011-01-14,45.88
16114,2011-01-21,22.94
16115,2011-01-28,34.41
16116,2011-02-11,44.88
16117,2011-02-18,57.35
16118,2011-03-04,4.79
16119,2011-03-11,10.47
16120,2011-03-18,2.5
16121,2011-03-25,45.88
16122,2011-04-01,2.5
16123,2011-04-08,57.35
16124,2011-04-22,11.54
16125,2011-04-29,11.47
16126,2011-05-06,11.47
16127,2011-05-13,22.94
16128,2011-05-27,22.94
16129,2011-06-03,11.47
16130,2011-06-10,5.77
16131,2011-06-17,57.35
16132,2011-06-24,22.94
16133,2011-10-28,21.91
16134,2011-11-11,11.97
16135,2011-11-18,23.94
16136,2011-12-16,23.94
16137,2011-12-23,69.82
16138,2012-01-06,9.97
16139,2012-01-27,10.47
16140,2012-04-06,17.91
16141,2012-04-20,10.47
16142,2012-08-10,10.47
16143,2012-08-17,5.97
16144,2012-08-31,5.97
16145,2012-09-28,20.94
16146,2012-10-12,10.47
