,ds,y
202801,2010-02-05,1108.0
202802,2010-02-12,2401.0
202803,2010-02-19,2187.66
202804,2010-02-26,1691.0
202805,2010-03-05,1791.83
202806,2010-03-12,1379.0
202807,2010-03-19,1529.16
202808,2010-03-26,2394.83
202809,2010-04-02,1645.0
202810,2010-04-09,2283.16
202811,2010-04-16,1606.0
202812,2010-04-23,1882.66
202813,2010-04-30,1539.49
202814,2010-05-07,1296.83
202815,2010-05-14,1551.66
202816,2010-05-21,1761.83
202817,2010-05-28,1801.66
202818,2010-06-04,1939.06
202819,2010-06-11,1326.33
202820,2010-06-18,2030.57
202821,2010-06-25,2354.9
202822,2010-07-02,1655.66
202823,2010-07-09,2185.99
202824,2010-07-16,1146.99
202825,2010-07-23,1173.99
202826,2010-07-30,1206.0
202827,2010-08-06,851.0
202828,2010-08-13,2751.82
202829,2010-08-20,2372.99
202830,2010-08-27,2366.99
202831,2010-09-03,4228.32
202832,2010-09-10,7263.0
202833,2010-09-17,6131.99
202834,2010-09-24,6894.97
202835,2010-10-01,5841.14
202836,2010-10-08,5293.29
202837,2010-10-15,11127.76
202838,2010-10-22,5019.89
202839,2010-10-29,10608.83
202840,2010-11-05,3866.5
202841,2010-11-12,1620.33
202842,2010-11-19,2250.0
202843,2010-11-26,5265.25
202844,2010-12-03,2057.75
202845,2010-12-10,2790.25
202846,2010-12-17,4629.98
202847,2010-12-24,8840.16
202848,2010-12-31,1810.75
202849,2011-01-07,1012.83
202850,2011-01-14,1455.58
202851,2011-01-21,1129.75
202852,2011-01-28,1360.5
202853,2011-02-04,5081.5
202854,2011-02-11,7137.0
202855,2011-02-18,1437.0
202856,2011-02-25,1486.5
202857,2011-03-04,2358.5
202858,2011-03-11,2795.5
202859,2011-03-18,1682.5
202860,2011-03-25,1474.0
202861,2011-04-01,1869.5
202862,2011-04-08,2500.83
202863,2011-04-15,1656.0
202864,2011-04-22,2142.0
202865,2011-04-29,1723.0
202866,2011-05-06,2241.5
202867,2011-05-13,3072.33
202868,2011-05-20,1914.83
202869,2011-05-27,3013.0
202870,2011-06-03,3798.75
202871,2011-06-10,3448.83
202872,2011-06-17,9236.0
202873,2011-06-24,3732.0
202874,2011-07-01,1680.5
202875,2011-07-08,1395.51
202876,2011-07-15,1323.0
202877,2011-07-22,1070.5
202878,2011-07-29,1459.0
202879,2011-08-05,1183.5
202880,2011-08-12,2017.16
202881,2011-08-19,1403.0
202882,2011-08-26,2231.5
202883,2011-09-02,2144.0
202884,2011-09-09,3025.5
202885,2011-09-16,3133.0
202886,2011-09-23,3372.0
202887,2011-09-30,4799.83
202888,2011-10-07,5517.33
202889,2011-10-14,4286.0
202890,2011-10-21,7168.5
202891,2011-10-28,7387.5
202892,2011-11-04,2655.0
202893,2011-11-11,2522.5
202894,2011-11-18,3456.5
202895,2011-11-25,4360.0
202896,2011-12-02,2178.0
202897,2011-12-09,2366.03
202898,2011-12-16,3958.97
202899,2011-12-23,6121.33
202900,2011-12-30,2578.0
202901,2012-01-06,1117.5
202902,2012-01-13,731.0
202903,2012-01-20,834.47
202904,2012-01-27,954.0
202905,2012-02-03,755.5
202906,2012-02-10,880.0
202907,2012-02-17,789.98
202908,2012-02-24,588.0
202909,2012-03-02,600.6
202910,2012-03-09,804.0
202911,2012-03-16,1098.48
202912,2012-03-23,912.5
202913,2012-03-30,833.04
202914,2012-04-06,1507.5
202915,2012-04-13,1713.0
202916,2012-04-20,800.5
202917,2012-04-27,1941.0
202918,2012-05-04,1454.0
202919,2012-05-11,1066.5
202920,2012-05-18,2030.0
202921,2012-05-25,1253.0
202922,2012-06-01,1279.97
202923,2012-06-08,1018.97
202924,2012-06-15,856.91
202925,2012-06-22,1433.26
202926,2012-06-29,1254.0
202927,2012-07-06,1253.67
202928,2012-07-13,1499.32
202929,2012-07-20,808.5
202930,2012-07-27,1234.97
202931,2012-08-03,1376.82
202932,2012-08-10,1147.82
202933,2012-08-17,1332.76
202934,2012-08-24,1691.64
202935,2012-08-31,2874.63
202936,2012-09-07,2036.34
202937,2012-09-14,2007.43
202938,2012-09-21,2740.33
202939,2012-09-28,3414.04
202940,2012-10-05,4641.49
202941,2012-10-12,3402.02
202942,2012-10-19,1712.1
202943,2012-10-26,3607.14
