,ds,y
60859,2010-02-05,9403.39
60860,2010-02-12,9594.85
60861,2010-02-19,8437.41
60862,2010-02-26,9393.11
60863,2010-03-05,8816.85
60864,2010-03-12,8680.21
60865,2010-03-19,10765.35
60866,2010-03-26,8540.45
60867,2010-04-02,9105.44
60868,2010-04-09,9248.84
60869,2010-04-16,6533.02
60870,2010-04-23,5746.32
60871,2010-04-30,6133.92
60872,2010-05-07,7832.84
60873,2010-05-14,6322.54
60874,2010-05-21,6387.82
60875,2010-05-28,6205.69
60876,2010-06-04,8127.88
60877,2010-06-11,8519.23
60878,2010-06-18,8947.06
60879,2010-06-25,8755.53
60880,2010-07-02,9920.43
60881,2010-07-09,13422.79
60882,2010-07-16,10767.81
60883,2010-07-23,10419.85
60884,2010-07-30,11238.87
60885,2010-08-06,14065.53
60886,2010-08-13,11150.25
60887,2010-08-20,11322.82
60888,2010-08-27,10183.55
60889,2010-09-03,10010.61
60890,2010-09-10,11279.74
60891,2010-09-17,7495.85
60892,2010-09-24,8279.43
60893,2010-10-01,9019.33
60894,2010-10-08,10438.82
60895,2010-10-15,8338.96
60896,2010-10-22,7993.1
60897,2010-10-29,8629.19
60898,2010-11-05,9107.04
60899,2010-11-12,11371.14
60900,2010-11-19,11337.17
60901,2010-11-26,19579.18
60902,2010-12-03,10003.14
60903,2010-12-10,12525.34
60904,2010-12-17,14562.13
60905,2010-12-24,24719.0
60906,2010-12-31,14640.79
60907,2011-01-07,11891.5
60908,2011-01-14,10516.26
60909,2011-01-21,9347.05
60910,2011-01-28,8394.64
60911,2011-02-04,8252.26
60912,2011-02-11,9203.86
60913,2011-02-18,9265.06
60914,2011-02-25,11243.94
60915,2011-03-04,10032.07
60916,2011-03-11,9112.94
60917,2011-03-18,9775.44
60918,2011-03-25,8353.38
60919,2011-04-01,8519.32
60920,2011-04-08,7301.56
60921,2011-04-15,6597.42
60922,2011-04-22,6691.03
60923,2011-04-29,6780.04
60924,2011-05-06,6362.36
60925,2011-05-13,5544.88
60926,2011-05-20,5914.99
60927,2011-05-27,5816.49
60928,2011-06-03,8173.23
60929,2011-06-10,9579.89
60930,2011-06-17,9313.01
60931,2011-06-24,9333.85
60932,2011-07-01,10292.44
60933,2011-07-08,13243.38
60934,2011-07-15,10318.63
60935,2011-07-22,10112.01
60936,2011-07-29,9447.72
60937,2011-08-05,11808.97
60938,2011-08-12,10862.48
60939,2011-08-19,10934.84
60940,2011-08-26,10349.46
60941,2011-09-02,8561.55
60942,2011-09-09,11472.26
60943,2011-09-16,9279.06
60944,2011-09-23,9660.5
60945,2011-09-30,8616.76
60946,2011-10-07,11181.07
60947,2011-10-14,9009.02
60948,2011-10-21,10066.13
60949,2011-10-28,9585.79
60950,2011-11-04,11047.75
60951,2011-11-11,11861.54
60952,2011-11-18,13026.58
60953,2011-11-25,27010.25
60954,2011-12-02,11517.24
60955,2011-12-09,12528.73
60956,2011-12-16,15092.57
60957,2011-12-23,24681.07
60958,2011-12-30,16670.44
60959,2012-01-06,13147.58
60960,2012-01-13,11224.43
60961,2012-01-20,9124.6
60962,2012-01-27,9490.38
60963,2012-02-03,9214.54
60964,2012-02-10,9111.96
60965,2012-02-17,10289.65
60966,2012-02-24,9364.86
60967,2012-03-02,8918.01
60968,2012-03-09,9534.46
60969,2012-03-16,10674.03
60970,2012-03-23,10346.56
60971,2012-03-30,9201.07
60972,2012-04-06,8804.04
60973,2012-04-13,8469.49
60974,2012-04-20,7081.53
60975,2012-04-27,7905.07
60976,2012-05-04,8017.57
60977,2012-05-11,6917.41
60978,2012-05-18,6453.77
60979,2012-05-25,8205.46
60980,2012-06-01,8972.17
60981,2012-06-08,9636.99
60982,2012-06-15,8613.53
60983,2012-06-22,11481.02
60984,2012-06-29,10389.43
60985,2012-07-06,14676.96
60986,2012-07-13,11320.65
60987,2012-07-20,11917.87
60988,2012-07-27,11813.34
60989,2012-08-03,11416.51
60990,2012-08-10,12769.08
60991,2012-08-17,11525.51
60992,2012-08-24,10534.01
60993,2012-08-31,10452.23
60994,2012-09-07,10745.21
60995,2012-09-14,8910.59
60996,2012-09-21,7944.56
60997,2012-09-28,9677.39
60998,2012-10-05,10105.39
60999,2012-10-12,10258.84
61000,2012-10-19,8656.37
61001,2012-10-26,9263.35
