,ds,y
67361,2010-02-05,7414.22
67362,2010-02-12,6615.41
67363,2010-02-19,6749.82
67364,2010-02-26,7346.31
67365,2010-03-05,6552.26
67366,2010-03-12,5929.49
67367,2010-03-19,7827.18
67368,2010-03-26,6613.12
67369,2010-04-02,6376.78
67370,2010-04-09,5641.77
67371,2010-04-16,5283.14
67372,2010-04-23,5262.17
67373,2010-04-30,5154.01
67374,2010-05-07,6370.44
67375,2010-05-14,6227.61
67376,2010-05-21,6054.17
67377,2010-05-28,6015.81
67378,2010-06-04,6758.99
67379,2010-06-11,8269.59
67380,2010-06-18,6326.02
67381,2010-06-25,7666.93
67382,2010-07-02,8144.0
67383,2010-07-09,7748.06
67384,2010-07-16,8646.6
67385,2010-07-23,9937.25
67386,2010-07-30,10712.3
67387,2010-08-06,12251.78
67388,2010-08-13,10765.71
67389,2010-08-20,11034.06
67390,2010-08-27,10596.13
67391,2010-09-03,8534.57
67392,2010-09-10,10689.76
67393,2010-09-17,10082.65
67394,2010-09-24,9816.3
67395,2010-10-01,9069.66
67396,2010-10-08,11484.33
67397,2010-10-15,8424.41
67398,2010-10-22,8999.63
67399,2010-10-29,8945.51
67400,2010-11-05,9362.24
67401,2010-11-12,8848.2
67402,2010-11-19,9342.62
67403,2010-11-26,11555.45
67404,2010-12-03,10881.45
67405,2010-12-10,12529.05
67406,2010-12-17,13363.53
67407,2010-12-24,16798.02
67408,2010-12-31,12184.13
67409,2011-01-07,13792.42
67410,2011-01-14,12585.38
67411,2011-01-21,13287.04
67412,2011-01-28,12705.02
67413,2011-02-04,12795.86
67414,2011-02-11,12077.46
67415,2011-02-18,11971.91
67416,2011-02-25,13895.73
67417,2011-03-04,11488.98
67418,2011-03-11,13818.78
67419,2011-03-18,11971.85
67420,2011-03-25,10694.24
67421,2011-04-01,10466.31
67422,2011-04-08,10795.33
67423,2011-04-15,8797.01
67424,2011-04-22,9576.09
67425,2011-04-29,8523.13
67426,2011-05-06,8843.31
67427,2011-05-13,7506.07
67428,2011-05-20,8024.33
67429,2011-05-27,8737.93
67430,2011-06-03,6509.94
67431,2011-06-10,10160.28
67432,2011-06-17,9687.56
67433,2011-06-24,11092.13
67434,2011-07-01,9510.51
67435,2011-07-08,11740.05
67436,2011-07-15,10429.02
67437,2011-07-22,10804.68
67438,2011-07-29,9966.36
67439,2011-08-05,13208.82
67440,2011-08-12,11922.46
67441,2011-08-19,11826.16
67442,2011-08-26,12294.83
67443,2011-09-02,11942.56
67444,2011-09-09,10329.91
67445,2011-09-16,11163.12
67446,2011-09-23,10955.61
67447,2011-09-30,9251.75
67448,2011-10-07,11651.43
67449,2011-10-14,11207.01
67450,2011-10-21,10158.06
67451,2011-10-28,11453.61
67452,2011-11-04,12569.87
67453,2011-11-11,12055.75
67454,2011-11-18,12303.77
67455,2011-11-25,15613.78
67456,2011-12-02,11424.45
67457,2011-12-09,14905.14
67458,2011-12-16,16785.69
67459,2011-12-23,17389.28
67460,2011-12-30,14949.8
67461,2012-01-06,18339.79
67462,2012-01-13,16184.79
67463,2012-01-20,14636.03
67464,2012-01-27,13349.38
67465,2012-02-03,16734.19
67466,2012-02-10,15477.27
67467,2012-02-17,14370.92
67468,2012-02-24,12029.42
67469,2012-03-02,15132.92
67470,2012-03-09,14380.91
67471,2012-03-16,11764.74
67472,2012-03-23,13184.48
67473,2012-03-30,11214.11
67474,2012-04-06,12491.96
67475,2012-04-13,10126.23
67476,2012-04-20,9713.68
67477,2012-04-27,9812.31
67478,2012-05-04,8884.23
67479,2012-05-11,10326.17
67480,2012-05-18,8719.85
67481,2012-05-25,10819.39
67482,2012-06-01,13141.76
67483,2012-06-08,12285.15
67484,2012-06-15,13388.58
67485,2012-06-22,12448.32
67486,2012-06-29,13101.85
67487,2012-07-06,15655.27
67488,2012-07-13,16784.82
67489,2012-07-20,15712.63
67490,2012-07-27,15109.96
67491,2012-08-03,15970.9
67492,2012-08-10,14364.01
67493,2012-08-17,15094.59
67494,2012-08-24,15088.32
67495,2012-08-31,12264.82
67496,2012-09-07,14211.39
67497,2012-09-14,13523.92
67498,2012-09-21,14795.31
67499,2012-09-28,11510.92
67500,2012-10-05,14409.67
67501,2012-10-12,12383.47
67502,2012-10-19,11962.9
67503,2012-10-26,13468.52
