,ds,y
281010,2010-02-05,3778.5
281011,2010-02-12,3165.88
281012,2010-02-19,3717.5
281013,2010-02-26,3364.5
281014,2010-03-05,3689.5
281015,2010-03-12,4555.33
281016,2010-03-19,4207.0
281017,2010-03-26,3921.0
281018,2010-04-02,3382.76
281019,2010-04-09,4634.26
281020,2010-04-16,3917.88
281021,2010-04-23,3609.5
281022,2010-04-30,3425.46
281023,2010-05-07,4075.4
281024,2010-05-14,3823.72
281025,2010-05-21,4113.6
281026,2010-05-28,4505.76
281027,2010-06-04,4408.84
281028,2010-06-11,4145.28
281029,2010-06-18,4720.88
281030,2010-06-25,3604.94
281031,2010-07-02,4197.48
281032,2010-07-09,3724.62
281033,2010-07-16,3297.18
281034,2010-07-23,3234.18
281035,2010-07-30,3691.5
281036,2010-08-06,3469.16
281037,2010-08-13,3473.02
281038,2010-08-20,3799.06
281039,2010-08-27,2767.84
281040,2010-09-03,2988.78
281041,2010-09-10,3224.14
281042,2010-09-17,2592.26
281043,2010-09-24,2242.6
281044,2010-10-01,2105.58
281045,2010-10-08,2507.58
281046,2010-10-15,3145.56
281047,2010-10-22,2492.4
281048,2010-10-29,2679.84
281049,2010-11-05,2420.38
281050,2010-11-12,2269.14
281051,2010-11-19,1930.14
281052,2010-11-26,2612.9
281053,2010-12-03,2274.42
281054,2010-12-10,2262.1
281055,2010-12-17,2405.66
281056,2010-12-24,3305.8
281057,2010-12-31,2124.72
281058,2011-01-07,2060.04
281059,2011-01-14,1590.14
281060,2011-01-21,1696.9
281061,2011-01-28,1980.24
281062,2011-02-04,2190.44
281063,2011-02-11,3112.1
281064,2011-02-18,3250.4
281065,2011-02-25,2765.72
281066,2011-03-04,3402.2
281067,2011-03-11,3460.62
281068,2011-03-18,2938.56
281069,2011-03-25,2710.4
281070,2011-04-01,3282.44
281071,2011-04-08,3793.5
281072,2011-04-15,3308.34
281073,2011-04-22,2818.6
281074,2011-04-29,3022.74
281075,2011-05-06,3441.76
281076,2011-05-13,3035.44
281077,2011-05-20,3972.18
281078,2011-05-27,3818.94
281079,2011-06-03,4311.08
281080,2011-06-10,3722.34
281081,2011-06-17,3254.3
281082,2011-06-24,2955.9
281083,2011-07-01,3886.76
281084,2011-07-08,3605.5
281085,2011-07-15,3194.14
281086,2011-07-22,3694.9
281087,2011-07-29,3337.7
281088,2011-08-05,3294.32
281089,2011-08-12,2912.94
281090,2011-08-19,3083.58
281091,2011-08-26,3256.28
281092,2011-09-02,2361.3
281093,2011-09-09,2586.26
281094,2011-09-16,2776.76
281095,2011-09-23,2348.15
281096,2011-09-30,2835.1
281097,2011-10-07,3335.06
281098,2011-10-14,2447.46
281099,2011-10-21,2610.98
281100,2011-10-28,2637.42
281101,2011-11-04,2023.56
281102,2011-11-11,2110.06
281103,2011-11-18,2361.56
281104,2011-11-25,2402.03
281105,2011-12-02,2534.19
281106,2011-12-09,2337.0
281107,2011-12-16,2209.66
281108,2011-12-23,2798.16
281109,2011-12-30,2279.62
281110,2012-01-06,1913.28
281111,2012-01-13,2412.1
281112,2012-01-20,1814.66
281113,2012-01-27,1596.05
281114,2012-02-03,2632.54
281115,2012-02-10,2968.54
281116,2012-02-17,2536.56
281117,2012-02-24,2628.84
281118,2012-03-02,3007.1
281119,2012-03-09,3294.74
281120,2012-03-16,3107.68
281121,2012-03-23,4642.1
281122,2012-03-30,3255.38
281123,2012-04-06,2713.9
281124,2012-04-13,2970.26
281125,2012-04-20,3787.24
281126,2012-04-27,3302.76
281127,2012-05-04,2593.72
281128,2012-05-11,3212.54
281129,2012-05-18,3641.72
281130,2012-05-25,2914.3
281131,2012-06-01,3941.02
281132,2012-06-08,3557.96
281133,2012-06-15,3242.08
281134,2012-06-22,3182.56
281135,2012-06-29,3596.54
281136,2012-07-06,3425.32
281137,2012-07-13,3219.44
281138,2012-07-20,2809.04
281139,2012-07-27,2786.44
281140,2012-08-03,2840.94
281141,2012-08-10,2704.2
281142,2012-08-17,2155.54
281143,2012-08-24,3063.7
281144,2012-08-31,2911.26
281145,2012-09-07,2415.88
281146,2012-09-14,2562.3
281147,2012-09-21,2281.16
281148,2012-09-28,1937.14
281149,2012-10-05,1770.48
281150,2012-10-12,2468.02
281151,2012-10-19,2133.54
281152,2012-10-26,2593.19
